Team,Coach Name,Conference,,Opponent,Opponent Conference,Date,Location,,Attendance,Non Conference Game,Neutral Site Game,Road Game,Top 25 Opponent,March Madness Opponent,Points,Opp Points,SM,Line,Over/Under Line,Total Points,,Wins,Losses,WIN_PERC,Championship Criteria,Upset Twice,Winless March,Points,SM,FGM,FGA,FGA/G,FG_PERC,FG_PERC_Rank,FGM/G,FGM/G_Rank,FG3sM,FG3sA,FG3_PERC,FG3_PERC_Rank,FG3M/G,FG3M/G_Rank,% of Points from 3,% of Points from 3 rank,% of shots taken from 3,% of shots taken from 3 Rank,FTM,FTA,FT_PERC,FT_PERC_Rank,FTM/G,FTM/G Rank,FTA/FGA,FTA/FGA Rank,Off_eff,Off_eff_rank,Offensive efficiency hybrid,Off_eff_hybrid_rank,OReb,OReb Rank,Oreb_rate,Oreb_rate_rank,DReb,DReb Rank,Rebounds,Rebounds Rank,Rebound Rate,Rebound Rate Rank,AST,AST Rank,AST/FGM,AST/FGM Rank,TO,TO Rank,STL,STL Rank,PF,PF_Rank,Foul Differential,Foul Differential Rank,PTS_OFF_TURN,PTS_OFF_TURN_RANK,FST_BREAK,FST_BREAK_RANK,PTS_PAINT,PTS_PAINT_RANK,OPP_PPG,OPP_PPG_RANK,OPP_FGM,OPP_FGA,OPP_FGA/G,OPP_FG_PERC,OPP_FG_PERC_Rank,OPP_FGM/G,OPP_FGM/G_Rank,OPP_FG3sM,OPP_FG3sA,OPP_FG3_PERC,OPP_FG3_PERC_Rank,OPP_FG3M/G,OPP_FG3M/G_Rank,OPP_% of Points from 3,OPP_% of Points from 3 rank,OPP_% of shots taken from 3,OPP_% of shots taken from 3 Rank,Def_efficiency hybrid,Def_eff_hybrid_rank,OPP_OReb,OPP_OReb_RANK,OPP_OReb_rate,OPP_OReb_rate_RANK,OPP_DReb,OPP_DReb_RANK,OPP_REBOUNDS,OPP_REBOUNDS_RANK,OPP_AST,OPP_AST_RANK,OPP_AST/FGM,OPP_AST/FGM_Rank,OPP_TO,OPP_TO_RANK,OPP_PF,OPP_PF_RANK,OPP_PTS_OFF_TURN,OPP_PTS_OFF_TURN_RANK,OPP_FST_BREAK,OPP_FST_BREAK_RANK,OPP_PTS_PAINT,OPP_PTS_PAINT_RANK,FGM_TOP7,FGA-Top7,FG3sM-Top7,FG3sA-Top7,FTM-Top7,FTA-Top7,FG_PERC-Top7,FG3_PERC-Top7,FT_PERC-Top7,OReb-Top7,DReb-Top7,Rebounds-Top7,AST-Top7,TO-Top7,STL-Top7,Points per Game-Top7,FGM-Top7-Perc,FGA-Top7-Perc,FG3sM-Top7-Perc,FG3sA-Top7-Perc,FTM-Top7-Perc,FTA-Top7-Perc,FG_PERC_Top7_per,FG3_PERC_Top7_per,FT_PERC_Top7_per,OReb-Top7-Perc,DReb-Top7-Perc,Rebounds-Top7-Perc,AST-Top7-Perc,TO-Top7-Perc,STL-Top7-Perc,Points-Top7-Perc,,SOS_MED,SOS_MIN,SOS_MAX,SOS_STDEV,SOS_SUM,CLUTCH_FGM,CLUTCH_FGA,CLUTCH_FGPERC,CLUTCH_FG_RANK,CLUTCH_3FGM,CLUTCH_3FGA,CLUTCH_3FGPERC,CLUTCH_3_RANK,CLUTCH_FTM,CLUTCH_FTA,CLUTCH_FTPERC,CLUTCH_FT_RANK,CLUTCH_SM,CLUTCH_SM_RANK,CLUTCH_REB,CLUTCH_REB_RANK,OPP_CLTCH_REB,OPP_CLTCH_REB_RANK,CLTCH_OFF_REB,CLTCH_OFF_REB_RANK,OPP_CLTCH_OFF_REB,OPP_CLTCH_OFF_REB_RANK,CLTCH_TURN,CLTCH_TURN_RANK,CLTCH_OPP_TURN,CLTCH_OPP_TURN_RANK,CLTCH_STL,CLTCH_STL_RANK,TOP25_CLUTCH,OVERTIME_GAMES,STEAL_TURNOVER_RATIO,STEAL_TURNOVER_RATIO_RANK,Culture (coach record at school),Culture_rank,Coach Value,Coach Value Rank,Historical Value,Historical Value Rank
TCU,Jamie Dixon,Big 12,,Florida Gulf Coast,ASUN,8-Nov-24,"Fort Worth, TX",HOME,"5,026",1,0,0,0,0,67,51,16,-17.5,148.5,118,,2,0,1,4,1,0,105,46,42,72,72,0.583333333,N/A,42,N/A,11,19,0.578947368,N/A,11,N/A,0.314285714,N/A,0.263888889,N/A,6,9,0.666666667,N/A,6,N/A,0.125,N/A,130.2083333,N/A,1.217948718,N/A,8,N/A,0.470588235,N/A,21,N/A,29,N/A,0.725,N/A,24,N/A,0,N/A,14,N/A,7,N/A,14,N/A,1,N/A,0,N/A,0,N/A,0,N/A,59,N/A,7,33,16.5,0.212121212,N/A,3.5,N/A,2,17,0.117647059,N/A,1,N/A,0.050847458,N/A,0.515151515,N/A,0.561403509,N/A,2,N/A,0.086956522,N/A,9,N/A,11,N/A,6,N/A,1.714285714,N/A,8,N/A,15,N/A,0,N/A,0,N/A,0,N/A,31,52,11,20,6,11,0.596153846,0.55,0.545454545,9,23,32,20,8,7,79,0.7381,0.7222,1,1.0526,1,1.2222,1.022,0.95,0.8182,1.125,1.0952,1.1034,0.8333,0.5714,1,0.7524,1,50.7162486,50.7162486,50.7162486,–,50.7162486,0,0,0,N/A,0,0,0,N/A,0,0,0,N/A,0,N/A,0,N/A,0,N/A,0,N/A,0,N/A,0,N/A,0,N/A,0,N/A,0,0,0,N/A,0.4737,228,31.91047399,178,44.273,50
Florida Gulf Coast,Pat Chambers,ASUN,,TCU,Big 12,8-Nov-24,"Fort Worth, TX",AWAY,"5,026",1,0,1,0,1,51,67,-16,17.5,148.5,118,,0,1,0,-1,0,1,64,-9,23,58,58,0.396551724,N/A,23,N/A,9,30,0.3,N/A,9,N/A,0.421875,N/A,0.517241379,N/A,9,11,0.818181818,N/A,9,N/A,0.189655172,N/A,101.6518424,N/A,0.93220339,N/A,7,N/A,0.194444444,N/A,27,N/A,34,N/A,0.453333333,N/A,11,N/A,0,N/A,8,N/A,1,N/A,20,N/A,-9,N/A,8,N/A,2,N/A,24,N/A,73,N/A,22,61,61,0.360655738,N/A,22,N/A,12,31,0.387096774,N/A,12,N/A,0.493150685,N/A,0.508196721,N/A,0.98245614,N/A,12,N/A,0.307692308,N/A,29,N/A,41,N/A,10,N/A,0.454545455,N/A,7,N/A,11,N/A,9,N/A,13,N/A,20,N/A,22,54,9,28,9,11,0.407407407,0.321428571,0.818181818,7,27,34,11,7,1,62,0.9565,0.931,1,0.9333,1,1,1.0274,1.0714,1,1,1,1,1,0.875,1,0.9688,1,-5.026481903,-5.026481903,-5.026481903,–,-5.026481903,2,11,18.18181818,95,2,8,25,48,3,4,75,35,-6,352,5,44,7,15,3,13,1,285,1,280,0,1,0,62,0,0,0,52,0.4769,225,8.567085838,293,10.368,276
Duquesne,Dru Joyce III,A10,,Princeton,Ivy,8-Nov-24,"Trenton, NJ",NEUTRAL,2247,1,1,0,0,0,68,75,-7,5.5,146.5,143,,0,1,0,-21,0,0,72,-5,28,62,62,0.451612903,N/A,28,N/A,6,20,0.3,N/A,6,N/A,0.25,N/A,0.322580645,N/A,10,19,0.526315789,N/A,10,N/A,0.306451613,N/A,100.8403361,N/A,0.925373134,N/A,9,N/A,0.236842105,N/A,24,N/A,33,N/A,0.507692308,N/A,10,N/A,0,N/A,14,N/A,6,N/A,22,N/A,-6,N/A,14,N/A,14,N/A,38,N/A,77,N/A,25,48,48,0.520833333,N/A,25,N/A,9,21,0.428571429,N/A,9,N/A,0.350649351,N/A,0.4375,N/A,1,N/A,3,N/A,0.111111111,N/A,29,N/A,32,N/A,16,N/A,0.64,N/A,17,N/A,16,N/A,9,N/A,5,N/A,30,N/A,26,50,6,17,6,15,0.52,0.352941176,0.4,8,15,23,6,11,4,64,0.9286,0.8065,1,0.85,0.6,0.7895,1.1514,1.1765,0.76,0.8889,0.625,0.697,0.6,0.7857,0.6667,0.8889,0.6,-13.73349873,-13.73349873,-13.73349873,0,-13.73349873,3,7,42.85714286,58,2,3,66.66666667,9,2,2,100,1,-2,330,4,66,2,99,2,26,0,1,4,355,2,313,1,24,0,0,0.25,45,0,335,2.293190896,321,42.907,56
Princeton,Mitch Henderson,Ivy,,Duquesne,A10,8-Nov-24,"Trenton, NJ",NEUTRAL,2247,1,1,0,0,1,75,68,7,-5.5,146.5,143,,1,0,1,16,1,0,81,1,31,56,56,0.553571429,N/A,31,N/A,8,26,0.307692308,N/A,8,N/A,0.296296296,N/A,0.464285714,N/A,11,22,0.5,N/A,11,N/A,0.392857143,N/A,130.9831824,N/A,1.228070175,N/A,9,N/A,0.290322581,N/A,16,N/A,25,N/A,0.431034483,N/A,16,N/A,0,N/A,10,N/A,6,N/A,15,N/A,6,N/A,19,N/A,12,N/A,42,N/A,80,N/A,30,56,56,0.535714286,N/A,30,N/A,6,13,0.461538462,N/A,6,N/A,0.225,N/A,0.232142857,N/A,1.2,N/A,11,N/A,0.407407407,N/A,22,N/A,33,N/A,14,N/A,0.466666667,N/A,17,N/A,21,N/A,15,N/A,10,N/A,44,N/A,31,53,8,25,11,21,0.58490566,0.32,0.523809524,6,16,22,16,9,6,81,1,0.9464,1,0.9615,1,0.9545,1.0566,1.04,1.0476,0.6667,1,0.88,1,0.9,1,1,1,-16.97725909,-16.97725909,-16.97725909,–,-16.97725909,3,5,60,16,1,3,33.33333333,35,3,5,60,69,-1,320,2,96,6,22,0,80,4,356,2,315,2,313,1,24,0,0,0.5,34,0.6111,97,42.1934923,141,45.544,45
Villanova,Kyle Neptune,Big East,,NJIT,American East,8-Nov-24,"Villanova, PA",HOME,"6,501",1,0,0,0,0,91,54,37,-22.5,138.5,145,,1,0,1,-17,0,0,77.5,1,58,120,60,0.483333333,N/A,29,N/A,15,45,0.333333333,N/A,7.5,N/A,0.290322581,N/A,0.375,N/A,24,28,0.857142857,N/A,12,N/A,0.233333333,N/A,116.0527104,N/A,1.06504065,N/A,13,N/A,0.426229508,N/A,22.5,N/A,35.5,N/A,0.581967213,N/A,15.5,N/A,0,N/A,14.5,N/A,7.5,N/A,19,N/A,-2,N/A,11,N/A,10,N/A,32,N/A,76.5,N/A,53,113,113,0.469026549,N/A,53,N/A,15,44,0.340909091,N/A,15,N/A,0.588235294,N/A,0.389380531,N/A,1.012552301,N/A,8,N/A,0.262295082,N/A,17.5,N/A,25.5,N/A,16,N/A,0.301886792,N/A,10,N/A,17,N/A,14,N/A,16,N/A,35,N/A,57,115,15,43,22,26,0.495652174,0.348837209,0.846153846,23,39,62,31,18,15,75.5,0.9828,0.9583,1,0.9556,0.9167,0.9286,1.0255,1.0465,0.9872,0.8846,0.8667,0.8732,1,0.6207,1,0.9742,1,-37.59049702,-62.68637866,-12.49461539,35.49093617,-75.18099405,0,0,0,N/A,0,0,0,N/A,0,0,0,N/A,0,N/A,0,N/A,0,N/A,0,N/A,0,N/A,0,N/A,0,N/A,0,N/A,0,0,0,N/A,1,1,38.00404743,155,66.973,14
NJIT,Grant Billmeier,American East,,Villanova,Big East,8-Nov-24,"Villanova, PA",AWAY,"6,501",1,0,1,0,0,54,91,-37,22.5,138.5,145,,0,0,0,4,0,1,57,-1,20,54,54,0.37037037,N/A,20,N/A,7,24,0.291666667,N/A,7,N/A,0.368421053,N/A,0.444444444,N/A,10,13,0.769230769,N/A,10,N/A,0.240740741,N/A,91.34615385,N/A,0.810344828,N/A,8,N/A,0.228571429,N/A,28,N/A,36,N/A,0.48,N/A,8,N/A,0,N/A,12,N/A,6,N/A,23,N/A,-7,N/A,10,N/A,8,N/A,22,N/A,58,N/A,16,49,0,0.326530612,N/A,0,N/A,5,19,0.263157895,N/A,0,N/A,0,N/A,0.387755102,N/A,0,N/A,12,N/A,0.3,N/A,27,N/A,39,N/A,5,N/A,0,N/A,11,N/A,16,N/A,15,N/A,4,N/A,22,N/A,20,52,7,23,10,13,0.384615385,0.304347826,0.769230769,7,22,29,7,10,5,57,1,0.963,1,0.9583,1,1,1.0385,1.0435,1,0.875,0.7857,0.8056,0.875,0.8333,0.8333,1,1,23.65316735,23.65316735,23.65316735,–,23.65316735,2,6,33.33333333,76,0,2,0,58,1,1,100,1,-3,337,2,96,6,22,0,80,3,342,1,280,1,279,1,24,0,0,1,8,0.5889,117,40.12941475,145,8.091,312
Texas Tech,Grant McCasland,Big 12,,Northwestern St.,Southland,8-Nov-24,"Lubbock, TX",HOME,"13,610",1,0,0,0,0,86,65,21,-34.5,148.5,151,,0,1,0,-5,0,1,94,33,36,63,63,0.571428571,N/A,36,N/A,16,30,0.533333333,N/A,16,N/A,0.510638298,N/A,0.476190476,N/A,6,10,0.6,N/A,6,N/A,0.158730159,N/A,143.2053626,N/A,1.396825397,N/A,12,N/A,0.428571429,N/A,32,N/A,44,N/A,0.676923077,N/A,17,N/A,0,N/A,12,N/A,7,N/A,12,N/A,-2,N/A,13,N/A,24,N/A,32,N/A,61,N/A,25,60,60,0.416666667,N/A,25,N/A,6,16,0.375,N/A,6,N/A,0.295081967,N/A,0.266666667,N/A,0.835820896,N/A,5,N/A,0.135135135,N/A,16,N/A,21,N/A,13,N/A,0.52,N/A,9,N/A,10,N/A,12,N/A,6,N/A,26,N/A,36,63,16,30,6,10,0.571428571,0.533333333,0.6,10,27,37,17,10,6,94,1,1,1,1,1,1,1,1,1,0.8333,0.8438,0.8409,1,0.8333,0.8571,1,1,-15.66746883,-15.66746883,-15.66746883,–,-15.66746883,0,0,0,N/A,0,0,0,N/A,0,0,0,N/A,0,N/A,0,N/A,0,N/A,0,N/A,0,N/A,0,N/A,0,N/A,0,N/A,0,0,0,N/A,0.3231,306,2.511808416,318,57.115,28
Northwestern St.,Rick Cabrera,Southland,,Texas Tech,Big 12,8-Nov-24,"Lubbock, TX",AWAY,"13,610",1,0,1,0,1,65,86,-21,34.5,148.5,151,,1,0,1,-7,0,0,0,0,0,0,0,0,N/A,0,N/A,0,0,0,N/A,0,N/A,0,N/A,0,N/A,0,0,0,N/A,0,N/A,0,N/A,0,N/A,0,N/A,0,N/A,0,N/A,0,N/A,0,N/A,0,N/A,0,N/A,0,N/A,0,N/A,0,N/A,0,N/A,0,N/A,0,N/A,0,N/A,0,N/A,0,N/A,0,0,0,0,N/A,0,N/A,0,0,0,N/A,0,N/A,0,N/A,0,N/A,0,N/A,0,N/A,0,N/A,0,N/A,0,N/A,0,N/A,0,N/A,0,N/A,0,N/A,0,N/A,0,N/A,0,N/A,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,–,0,0,0,0,N/A,0,0,0,N/A,0,0,0,N/A,0,N/A,0,N/A,0,N/A,0,N/A,0,N/A,0,N/A,0,N/A,0,N/A,0,0,0,N/A,0.4118,270,32.59659535,176,8.129,311
BYU,Kevin Young,Big 12,,UC Riverside,Big West,8-Nov-24,"Provo, UT",HOME,"17,381",1,0,0,0,0,86,80,6,-22.5,154.5,166,,1,0,1,6,1,1,88,38,33,72,72,0.458333333,N/A,33,N/A,15,44,0.340909091,N/A,15,N/A,0.511363636,N/A,0.611111111,N/A,7,11,0.636363636,N/A,7,N/A,0.152777778,N/A,133.1719128,N/A,1.285714286,N/A,20,N/A,0.487804878,N/A,29,N/A,49,N/A,0.604938272,N/A,21,N/A,0,N/A,11,N/A,11,N/A,13,N/A,-4,N/A,24,N/A,12,N/A,36,N/A,50,N/A,19,56,56,0.339285714,N/A,19,N/A,7,31,0.225806452,N/A,7,N/A,0.42,N/A,0.553571429,N/A,0.803571429,N/A,11,N/A,0.275,N/A,21,N/A,32,N/A,14,N/A,0.736842105,N/A,18,N/A,9,N/A,8,N/A,1,N/A,16,N/A,31,57,14,34,6,9,0.543859649,0.411764706,0.666666667,12,26,38,17,8,9,82,0.9394,0.7917,0.9333,0.7727,0.8571,0.8182,1.1866,1.2078,1.0476,0.6,0.8966,0.7755,0.8095,0.7273,0.8182,0.9318,1,4.438637799,4.438637799,4.438637799,0,4.438637799,0,0,0,N/A,0,0,0,N/A,0,0,0,N/A,0,N/A,0,N/A,0,N/A,0,N/A,0,N/A,0,N/A,0,N/A,0,N/A,0,0,0,N/A,1,1,61.9375499,75,26.441,116
UC Riverside,Mike Magpayo,Big West,,BYU,Big 12,8-Nov-24,"Provo, UT",AWAY,"17,381",1,0,1,0,1,80,86,-6,22.5,154.5,166,,0,1,0,-8,0,1,76,-15,29,65,65,0.446153846,N/A,29,N/A,12,34,0.352941176,N/A,12,N/A,0.473684211,N/A,0.523076923,N/A,6,12,0.5,N/A,6,N/A,0.184615385,N/A,112.3595506,N/A,1.076923077,N/A,8,N/A,0.210526316,N/A,21,N/A,29,N/A,0.391891892,N/A,13,N/A,0,N/A,8,N/A,5,N/A,23,N/A,-7,N/A,10,N/A,1,N/A,22,N/A,91,N/A,33,66,66,0.5,N/A,33,N/A,6,19,0.315789474,N/A,6,N/A,0.197802198,N/A,0.287878788,N/A,1.220338983,N/A,15,N/A,0.416666667,N/A,30,N/A,45,N/A,16,N/A,0.484848485,N/A,8,N/A,16,N/A,13,N/A,18,N/A,48,N/A,28,61,11,31,6,12,0.459016393,0.35483871,0.5,7,18,25,13,8,5,73,0.9655,0.9385,0.9167,0.9118,1,1,1.0288,1.0054,1,0.875,0.8571,0.8621,1,1,1,0.9605,1,24.56202394,24.56202394,24.56202394,–,24.56202394,0,0,0,N/A,0,0,0,N/A,0,0,0,N/A,0,N/A,0,N/A,0,N/A,0,N/A,0,N/A,0,N/A,0,N/A,0,N/A,0,0,0,N/A,0.4636,233,23.60456888,221,14.517,213
South Dakota St.,Eric Henderson,Summit,,Long Beach St.,Big West,8-Nov-24,"Brookings, SD",HOME,"3,646",1,0,0,0,1,80,79,1,-9.5,145.5,159,,0,2,0,-21,0,1,80,7,28,61,61,0.459016393,N/A,28,N/A,12,35,0.342857143,N/A,12,N/A,0.45,N/A,0.573770492,N/A,12,16,0.75,N/A,12,N/A,0.262295082,N/A,113.8303927,N/A,1.046153846,N/A,12,N/A,0.363636364,N/A,31,N/A,43,N/A,0.597222222,N/A,15,N/A,0,N/A,16,N/A,5,N/A,19,N/A,0,N/A,11,N/A,13,N/A,30,N/A,73,N/A,23,59,29.5,0.389830508,N/A,11.5,N/A,7,26,0.269230769,N/A,3.5,N/A,0.143835616,N/A,0.440677966,N/A,1.413333333,N/A,8,N/A,0.205128205,N/A,21,N/A,29,N/A,10,N/A,0.869565217,N/A,11,N/A,19,N/A,21,N/A,19,N/A,26,N/A,27,60,12,35,11,15,0.45,0.342857143,0.733333333,10,27,37,14,14,5,77,0.9643,0.9836,1,1,0.9167,0.9375,0.9804,1,0.9778,0.8333,0.871,0.8605,0.9333,0.875,1,0.9625,1,70.86255455,70.86255455,70.86255455,–,70.86255455,0,0,0,N/A,0,0,0,N/A,0,0,0,N/A,0,N/A,0,N/A,0,N/A,0,N/A,0,N/A,0,N/A,0,N/A,0,N/A,0,0,0,N/A,0,335,-8.092700732,353,45.643,44
Long Beach St.,Chris Acker,Big West,,South Dakota St.,Summit,8-Nov-24,"Brookings, SD",AWAY,"3,646",1,0,1,0,1,79,80,-1,9.5,145.5,159,,0,0,0,-21,0,1,0,0,0,0,0,0,N/A,0,N/A,0,0,0,N/A,0,N/A,0,N/A,0,N/A,0,0,0,N/A,0,N/A,0,N/A,0,N/A,0,N/A,0,N/A,0,N/A,0,N/A,0,N/A,0,N/A,0,N/A,0,N/A,0,N/A,0,N/A,0,N/A,0,N/A,0,N/A,0,N/A,0,N/A,0,N/A,0,0,0,0,N/A,0,N/A,0,0,0,N/A,0,N/A,0,N/A,0,N/A,0,N/A,0,N/A,0,N/A,0,N/A,0,N/A,0,N/A,0,N/A,0,N/A,0,N/A,0,N/A,0,N/A,0,N/A,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,–,0,0,0,0,N/A,0,0,0,N/A,0,0,0,N/A,0,N/A,0,N/A,0,N/A,0,N/A,0,N/A,0,N/A,0,N/A,0,N/A,0,0,0,N/A,0,335,-3.477791282,348,32.877,92
Pacific,Dave Smart,WCC,,San Jose St.,Mountain West,8-Nov-24,"Honolulu, HI",NEUTRAL,0,1,1,0,0,0,80,67,13,1.5,143.5,147,,2,0,1,-2,0,0,0,0,0,0,0,0,N/A,0,N/A,0,0,0,N/A,0,N/A,0,N/A,0,N/A,0,0,0,N/A,0,N/A,0,N/A,0,N/A,0,N/A,0,N/A,0,N/A,0,N/A,0,N/A,0,N/A,0,N/A,0,N/A,0,N/A,0,N/A,0,N/A,0,N/A,0,N/A,0,N/A,0,N/A,0,N/A,0,0,0,0,N/A,0,N/A,0,0,0,N/A,0,N/A,0,N/A,0,N/A,0,N/A,0,N/A,0,N/A,0,N/A,0,N/A,0,N/A,0,N/A,0,N/A,0,N/A,0,N/A,0,N/A,0,N/A,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,–,0,0,0,0,N/A,0,0,0,N/A,0,0,0,N/A,0,N/A,0,N/A,0,N/A,0,N/A,0,N/A,0,N/A,0,N/A,0,N/A,0,0,0,N/A,0.5297,169,31.66144094,181,7.426,320
San Jose St.,Tim Miles,Mountain West,,Pacific,WCC,8-Nov-24,"Honolulu, HI",NEUTRAL,0,1,1,0,0,0,67,80,-13,-1.5,143.5,147,,1,0,1,7,0,1,55,-4,16,46,46,0.347826087,N/A,16,N/A,3,16,0.1875,N/A,3,N/A,0.163636364,N/A,0.347826087,N/A,20,29,0.689655172,N/A,20,N/A,0.630434783,N/A,100.3649635,N/A,0.760869565,N/A,6,N/A,0.181818182,N/A,22,N/A,28,N/A,0.444444444,N/A,6,N/A,0,N/A,6,N/A,5,N/A,15,N/A,5,N/A,10,N/A,10,N/A,14,N/A,59,N/A,22,51,51,0.431372549,N/A,22,N/A,7,24,0.291666667,N/A,7,N/A,0.355932203,N/A,0.470588235,N/A,1.040816327,N/A,8,N/A,0.266666667,N/A,27,N/A,35,N/A,10,N/A,0.454545455,N/A,13,N/A,20,N/A,4,N/A,5,N/A,26,N/A,13,38,2,13,13,20,0.342105263,0.153846154,0.65,3,18,21,6,3,4,41,0.8125,0.8261,0.6667,0.8125,0.65,0.6897,0.9836,0.8205,0.9425,0.5,0.8182,0.75,1,0.5,0.8,0.7455,0.8,-27.16499131,-27.16499131,-27.16499131,–,-27.16499131,2,5,40,68,0,3,0,61,4,6,66.66666667,55,-4,341,4,68,6,22,0,82,0,1,1,277,1,276,1,26,0,0,1,8,0.5668,139,63.74019788,71,14.198,217
West Virginia,Darian DeVries,Big 12,,Massachusetts,A10,8-Nov-24,"Morgantown, WV",HOME,"10,017",1,0,0,0,0,75,69,6,-9.5,153.5,144,,1,1,0.5,-10,0,1,87,28,33,60,60,0.55,N/A,33,N/A,14,34,0.411764706,N/A,14,N/A,0.482758621,N/A,0.566666667,N/A,7,12,0.583333333,N/A,7,N/A,0.2,N/A,127.7908343,N/A,1.230769231,N/A,6,N/A,0.193548387,N/A,31,N/A,37,N/A,0.474358974,N/A,16,N/A,0,N/A,11,N/A,10,N/A,14,N/A,-2,N/A,25,N/A,12,N/A,30,N/A,59,N/A,22,68,34,0.323529412,N/A,11,N/A,6,24,0.25,N/A,3,N/A,0.152542373,N/A,0.352941176,N/A,1.724137931,N/A,16,N/A,0.340425532,N/A,25,N/A,41,N/A,8,N/A,0.727272727,N/A,14,N/A,12,N/A,11,N/A,6,N/A,26,N/A,30,54,13,30,7,12,0.555555556,0.433333333,0.583333333,5,22,27,14,8,9,80,0.9091,0.9,0.9286,0.8824,1,1,1.0101,1.0524,1,0.8333,0.7097,0.7297,0.875,0.7273,0.9,0.9195,1,27.48879914,27.48879914,27.48879914,–,27.48879914,0,0,0,N/A,0,0,0,N/A,0,0,0,N/A,0,N/A,0,N/A,0,N/A,0,N/A,0,N/A,0,N/A,0,N/A,0,N/A,0,0,0,N/A,0.5,189,22.32900685,228,14.826,209
Massachusetts,Frank Martin,A10,,West Virginia,Big 12,8-Nov-24,"Morgantown, WV",AWAY,"10,017",1,0,1,0,0,69,75,-6,9.5,153.5,144,,1,0,1,9,0,1,103,29,42,79,79,0.53164557,N/A,42,N/A,12,35,0.342857143,N/A,12,N/A,0.349514563,N/A,0.443037975,N/A,7,11,0.636363636,N/A,7,N/A,0.139240506,N/A,131.9159836,N/A,1.28,N/A,12,N/A,0.342857143,N/A,32,N/A,44,N/A,0.517647059,N/A,25,N/A,0,N/A,8,N/A,13,N/A,19,N/A,-4,N/A,33,N/A,27,N/A,60,N/A,74,N/A,28,74,74,0.378378378,N/A,28,N/A,11,33,0.333333333,N/A,11,N/A,0.445945946,N/A,0.445945946,N/A,1.046875,N/A,18,N/A,0.36,N/A,23,N/A,41,N/A,17,N/A,0.607142857,N/A,15,N/A,15,N/A,5,N/A,8,N/A,34,N/A,28,57,8,26,3,4,0.49122807,0.307692308,0.75,10,20,30,20,7,8,67,0.6667,0.7215,0.6667,0.7429,0.4286,0.3636,0.924,0.8974,1.1786,0.8333,0.625,0.6818,0.8,0.875,0.6154,0.6505,1,28.42435343,28.42435343,28.42435343,–,28.42435343,0,0,0,N/A,0,0,0,N/A,0,0,0,N/A,0,N/A,0,N/A,0,N/A,0,N/A,0,N/A,0,N/A,0,N/A,0,N/A,0,0,0,N/A,0.5714,132,45.88096624,123,9.804,286
San Diego,Steve Lavin,WCC,,Boston University,Patriot,8-Nov-24,"San Diego, CA",HOME,731,1,0,0,0,0,74,60,14,-2.5,143.5,134,,1,0,1,19,0,1,67,-1,25,63,63,0.396825397,N/A,25,N/A,6,18,0.333333333,N/A,6,N/A,0.268656716,N/A,0.285714286,N/A,11,17,0.647058824,N/A,11,N/A,0.26984127,N/A,100.2393776,N/A,0.903225806,N/A,14,N/A,0.341463415,N/A,26,N/A,40,N/A,0.526315789,N/A,12,N/A,0,N/A,13,N/A,9,N/A,20,N/A,-2,N/A,11,N/A,13,N/A,32,N/A,68,N/A,22,56,56,0.392857143,N/A,22,N/A,9,25,0.36,N/A,9,N/A,0.397058824,N/A,0.446428571,N/A,0.883333333,N/A,9,N/A,0.257142857,N/A,27,N/A,36,N/A,12,N/A,0.545454545,N/A,14,N/A,18,N/A,10,N/A,5,N/A,20,N/A,24,59,6,17,11,17,0.406779661,0.352941176,0.647058824,9,20,29,12,11,7,65,0.96,0.9365,1,0.9444,1,1,1.0251,1.0588,1,0.6429,0.7692,0.725,1,0.8462,0.7778,0.9701,1,-15.45474956,-15.45474956,-15.45474956,–,-15.45474956,4,8,50,33,1,1,100,1,2,4,50,86,2,33,5,45,6,23,1,52,1,281,1,276,2,309,1,27,0,0,1,8,0.7542,36,125.8694706,16,12.898,232
