Team,Coach Name,Conference,,Opponent,Opponent Conference,Date,Location,,Attendance,Non Conference Game,Neutral Site Game,Road Game,Top 25 Opponent,March Madness Opponent,Points,Opp Points,SM,Line,Over/Under Line,Total Points,,Wins,Losses,WIN_PERC,Championship Criteria,Upset Twice,Winless March,Points,SM,FGM,FGA,FGA/G,FG_PERC,FG_PERC_Rank,FGM/G,FGM/G_Rank,FG3sM,FG3sA,FG3_PERC,FG3_PERC_Rank,FG3M/G,FG3M/G_Rank,% of Points from 3,% of Points from 3 rank,% of shots taken from 3,% of shots taken from 3 Rank,FTM,FTA,FT_PERC,FT_PERC_Rank,FTM/G,FTM/G Rank,FTA/FGA,FTA/FGA Rank,Off_eff,Off_eff_rank,Offensive efficiency hybrid,Off_eff_hybrid_rank,OReb,OReb Rank,Oreb_rate,Oreb_rate_rank,DReb,DReb Rank,Rebounds,Rebounds Rank,Rebound Rate,Rebound Rate Rank,AST,AST Rank,AST/FGM,AST/FGM Rank,TO,TO Rank,STL,STL Rank,PF,PF_Rank,Foul Differential,Foul Differential Rank,PTS_OFF_TURN,PTS_OFF_TURN_RANK,FST_BREAK,FST_BREAK_RANK,PTS_PAINT,PTS_PAINT_RANK,OPP_PPG,OPP_PPG_RANK,OPP_FGM,OPP_FGA,OPP_FGA/G,OPP_FG_PERC,OPP_FG_PERC_Rank,OPP_FGM/G,OPP_FGM/G_Rank,OPP_FG3sM,OPP_FG3sA,OPP_FG3_PERC,OPP_FG3_PERC_Rank,OPP_FG3M/G,OPP_FG3M/G_Rank,OPP_% of Points from 3,OPP_% of Points from 3 rank,OPP_% of shots taken from 3,OPP_% of shots taken from 3 Rank,Def_efficiency hybrid,Def_eff_hybrid_rank,OPP_OReb,OPP_OReb_RANK,OPP_OReb_rate,OPP_OReb_rate_RANK,OPP_DReb,OPP_DReb_RANK,OPP_REBOUNDS,OPP_REBOUNDS_RANK,OPP_AST,OPP_AST_RANK,OPP_AST/FGM,OPP_AST/FGM_Rank,OPP_TO,OPP_TO_RANK,OPP_PF,OPP_PF_RANK,OPP_PTS_OFF_TURN,OPP_PTS_OFF_TURN_RANK,OPP_FST_BREAK,OPP_FST_BREAK_RANK,OPP_PTS_PAINT,OPP_PTS_PAINT_RANK,FGM_TOP7,FGA-Top7,FG3sM-Top7,FG3sA-Top7,FTM-Top7,FTA-Top7,FG_PERC-Top7,FG3_PERC-Top7,FT_PERC-Top7,OReb-Top7,DReb-Top7,Rebounds-Top7,AST-Top7,TO-Top7,STL-Top7,Points per Game-Top7,FGM-Top7-Perc,FGA-Top7-Perc,FG3sM-Top7-Perc,FG3sA-Top7-Perc,FTM-Top7-Perc,FTA-Top7-Perc,FG_PERC_Top7_per,FG3_PERC_Top7_per,FT_PERC_Top7_per,OReb-Top7-Perc,DReb-Top7-Perc,Rebounds-Top7-Perc,AST-Top7-Perc,TO-Top7-Perc,STL-Top7-Perc,Points-Top7-Perc,,SOS_MED,SOS_MIN,SOS_MAX,SOS_STDEV,SOS_SUM,CLUTCH_FGM,CLUTCH_FGA,CLUTCH_FGPERC,CLUTCH_FG_RANK,CLUTCH_3FGM,CLUTCH_3FGA,CLUTCH_3FGPERC,CLUTCH_3_RANK,CLUTCH_FTM,CLUTCH_FTA,CLUTCH_FTPERC,CLUTCH_FT_RANK,CLUTCH_SM,CLUTCH_SM_RANK,CLUTCH_REB,CLUTCH_REB_RANK,OPP_CLTCH_REB,OPP_CLTCH_REB_RANK,CLTCH_OFF_REB,CLTCH_OFF_REB_RANK,OPP_CLTCH_OFF_REB,OPP_CLTCH_OFF_REB_RANK,CLTCH_TURN,CLTCH_TURN_RANK,CLTCH_OPP_TURN,CLTCH_OPP_TURN_RANK,CLTCH_STL,CLTCH_STL_RANK,TOP25_CLUTCH,OVERTIME_GAMES,STEAL_TURNOVER_RATIO,STEAL_TURNOVER_RATIO_RANK,Culture (coach record at school),Culture_rank,Coach Value,Coach Value Rank,Historical Value,Historical Value Rank
Eastern Michigan,Stan Heath,MAC,,IU Indy,Horizon,14-Nov-24,"Indianapolis, IN",AWAY,752,1,0,1,0,0,74,71,3,3.5,136.5,145,,0,1,0,-5,0,1,44,-20,17,58,58,0.293103448,N/A,17,N/A,5,24,0.208333333,N/A,5,N/A,0.340909091,N/A,0.413793103,N/A,5,15,0.333333333,N/A,5,N/A,0.25862069,N/A,73.089701,N/A,0.672413793,N/A,14,N/A,0.291666667,N/A,21,N/A,35,N/A,0.448717949,N/A,7,N/A,0.529411765,N/A,14,N/A,7,N/A,15,N/A,1,N/A,11,N/A,4,N/A,20,N/A,64,N/A,20,48,48,0.416666667,N/A,20,N/A,7,15,0.466666667,N/A,7,N/A,0.328125,N/A,0.3125,N/A,0.886792453,N/A,9,N/A,0.3,N/A,34,N/A,43,N/A,13,N/A,0.65,N/A,14,N/A,16,N/A,14,N/A,8,N/A,16,N/A,17,53,5,23,5,12,0.320754717,0.217391304,0.416666667,9,16,25,7,12,6,44,1,0.9138,1,0.9583,1,0.8,1.0943,1.0435,1.25,0.6429,0.7619,0.7143,1,0.8571,0.8571,1,1,-2.61626224,-2.61626224,-2.61626224,0,-2.61626224,0,0,0,N/A,0,0,0,N/A,0,0,0,N/A,0,N/A,0,N/A,0,N/A,0,N/A,0,N/A,0,N/A,0,N/A,0,N/A,0,0,0,N/A,0.3298,319,0.196652607,339,6.991,327
UMBC,Jim Ferry,American East,,Coppin St.,MEAC,14-Nov-24,"Baltimore, MD",AWAY,"1,284",1,0,1,0,0,92,67,25,-12.5,145.5,159,,1,1,0.666666667,1,0,1,54,-49,19,65,65,0.292307692,N/A,19,N/A,8,24,0.333333333,N/A,8,N/A,0.444444444,N/A,0.369230769,N/A,8,14,0.571428571,N/A,8,N/A,0.215384615,N/A,70.56978568,N/A,0.630136986,N/A,9,N/A,0.183673469,N/A,26,N/A,35,N/A,0.411764706,N/A,13,N/A,0.473684211,N/A,17,N/A,10,N/A,22,N/A,-9,N/A,8,N/A,8,N/A,20,N/A,103,N/A,37,67,33.5,0.552238806,N/A,18.5,N/A,10,23,0.434782609,N/A,5,N/A,0.145631068,N/A,0.343283582,N/A,2.074074074,N/A,10,N/A,0.277777778,N/A,40,N/A,50,N/A,21,N/A,1.135135135,N/A,11,N/A,13,N/A,22,N/A,23,N/A,52,N/A,14,48,6,18,5,10,0.291666667,0.333333333,0.5,6,21,27,11,12,6,39,0.7368,0.7385,0.75,0.75,0.625,0.7143,0.9978,1,0.875,0.6667,0.8077,0.7714,0.8462,0.7059,0.6,0.7222,0.8,-29.18632085,-29.18632085,-29.18632085,–,-29.18632085,0,0,0,N/A,0,0,0,N/A,0,0,0,N/A,0,N/A,0,N/A,0,N/A,0,N/A,0,N/A,0,N/A,0,N/A,0,N/A,0,0,0,N/A,0.4328,264,25.92543486,215,12.039,243
Coppin St.,Larry Stewart,MEAC,,UMBC,American East,14-Nov-24,"Baltimore, MD",HOME,"1,284",1,0,0,0,0,67,92,-25,12.5,145.5,159,,0,4,0,-16,0,1,49.5,-21.25,72,235,58.75,0.306382979,357,18,349,18,82,0.219512195,342,4.5,330,0.272727273,242,0.34893617,269,36,55,0.654545455,268,9,313,0.234042553,308,74.20176885,358,0.645418327,358,9.75,226,0.229411765,304,24.25,206,34,225,0.457912458,274,8.75,323,0.5,10,13.75,230,6.5,201,17,168,-3,269,9.75,293,6.75,263,22.5,313,70.75,134,95,210,52.5,0.452380952,206,23.75,217,34,106,0.320754717,170,8.5,290,0.360424028,308,0.504761905,336,3.812765957,332,7.5,38,0.236220472,57,32.75,346,40.25,290,14.75,233,0.621052632,214,12.5,190,14,296,13.75,179,12.25,247,27,100,63,190,18,66,25,41,0.331578947,0.272727273,0.609756098,25,75,100,33,39,23,42.25,0.875,0.8085,1,0.8049,0.6944,0.7455,1.0822,1.2424,0.9316,0.641,0.7732,0.7353,0.9429,0.7091,0.8846,0.8535,0.9,35.69462085,-4.833529656,105.2994323,49.57800757,171.8551444,0,0,0,N/A,0,0,0,N/A,0,0,0,N/A,0,N/A,0,N/A,0,N/A,0,N/A,0,N/A,0,N/A,0,N/A,0,N/A,0,0,0,N/A,0.0606,351,0.768191217,336,6.971,329
Jacksonville,Jordan Mincy,ASUN,,South Carolina St.,MEAC,14-Nov-24,"Jacksonville, FL",NEUTRAL,"1,500",1,1,0,0,0,71,62,9,-6.5,145.5,133,,1,2,0.333333333,-5,0,1,64.5,-15,49,131,65.5,0.374045802,301,24.5,217,13,49,0.265306122,288,6.5,243,0.302325581,193,0.374045802,228,18,23,0.782608696,54,9,315,0.175572519,344,93.5324826,310,0.853846154,276,16.5,8,0.38372093,39,23,240,39.5,78,0.516339869,133,11,252,0.367346939,139,16,301,8,108,20.5,283,-8.5,344,10.5,260,7,248,33,136,79.5,233,56,114,38,0.49122807,294,18.66666667,103,16,50,0.32,168,5.333333333,106,0.201257862,98,0.438596491,272,2.942528736,223,10.5,162,0.313432836,219,26.5,231,37,206,17.5,317,0.9375,324,12,212,12,343,19,305,15,294,38,284,42,118,9,42,20,26,0.355932203,0.214285714,0.769230769,23,29,52,22,25,16,56.5,0.8571,0.9008,0.6923,0.8571,1.1111,1.1304,0.9516,0.8077,0.9829,0.697,0.6304,0.6582,1,0.7813,1,0.876,1,19.25909142,5.433773189,33.08440965,19.55195254,38.51818283,0,0,0,N/A,0,0,0,N/A,0,0,0,N/A,0,N/A,0,N/A,0,N/A,0,N/A,0,N/A,0,N/A,0,N/A,0,N/A,0,0,0,N/A,0.5313,169,14.4748696,280,14.844,208
South Carolina St.,Erik Martin,MEAC,,Jacksonville,ASUN,14-Nov-24,"Jacksonville, FL",NEUTRAL,"1,500",1,1,0,0,0,62,71,-9,6.5,145.5,133,,1,1,0.75,-13,0,1,64,-22,24,67,67,0.358208955,N/A,24,N/A,3,16,0.1875,N/A,3,N/A,0.140625,N/A,0.23880597,N/A,13,24,0.541666667,N/A,13,N/A,0.358208955,N/A,95.92326139,N/A,0.836065574,N/A,16,N/A,0.326530612,N/A,20,N/A,36,N/A,0.413793103,N/A,13,N/A,0.375,N/A,10,N/A,12,N/A,23,N/A,-5,N/A,12,N/A,6,N/A,24,N/A,86,N/A,30,64,32,0.46875,N/A,15,N/A,8,27,0.296296296,N/A,4,N/A,0.139534884,N/A,0.421875,N/A,2.833333333,N/A,18,N/A,0.473684211,N/A,33,N/A,51,N/A,17,N/A,1.133333333,N/A,13,N/A,18,N/A,16,N/A,10,N/A,42,N/A,15,45,2,9,7,16,0.333333333,0.222222222,0.4375,8,14,22,8,6,7,39,0.625,0.6716,0.6667,0.5625,0.5385,0.6667,0.9306,1.1852,0.8077,0.5,0.7,0.6111,0.6154,0.6,0.5833,0.6094,1,13.12433663,13.12433663,13.12433663,0,26.24867327,0,0,0,N/A,0,0,0,N/A,0,0,0,N/A,0,N/A,0,N/A,0,N/A,0,N/A,0,N/A,0,N/A,0,N/A,0,N/A,0,0,0,N/A,0.403,279,26.45332786,213,5.232,342
Buffalo,George Halcovage III,MAC,,Bryant,American East,14-Nov-24,"Buffalo, NY",HOME,"1,159",1,0,0,0,0,64,87,-23,6.5,163.5,151,,2,1,0.666666667,-16,0,0,80,-4,62,127,63.5,0.488188976,77,31,33,21,56,0.375,70,10.5,47,0.39375,67,0.440944882,108,15,28,0.535714286,349,7.5,342,0.220472441,323,110.6500692,169,1.050724638,107,6.5,336,0.178082192,350,27,112,33.5,245,0.435064935,313,16.5,69,0.290322581,326,12,129,7.5,142,14.5,73,-1.5,225,13,193,11,136,38,64,84,298,63,136,45.33333333,0.463235294,228,21,148,17,50,0.34,213,5.666666667,124,0.202380952,100,0.367647059,128,3.262357414,284,13.5,302,0.333333333,253,30,317,43.5,329,15.5,257,0.738095238,274,12.5,193,13,321,10.5,80,16,309,39,301,61,125,20,54,14,26,0.488,0.37037037,0.538461538,9,51,60,32,22,12,78,0.9839,0.9843,0.9524,0.9643,0.9333,0.9286,0.9996,0.9877,1.0051,0.6923,0.9444,0.8955,0.9697,0.9167,0.8,0.975,1,47.35588696,46.81837529,47.89339862,0.760156287,94.71177392,3,7,42.85714286,110,1,3,33.33333333,75,0,0,0,200,-3,304,3,168,6,52,1,102,3,321,2,270,3,323,0,137,0,0,0,113,0.1765,349,21.83318995,236,12.286,239
Bryant,Phil Martelli Jr.,American East,,Buffalo,MAC,14-Nov-24,"Buffalo, NY",AWAY,"1,159",1,0,1,0,0,87,64,23,-6.5,163.5,151,,1,1,0.5,-13,0,1,88,-2,26,58,58,0.448275862,N/A,26,N/A,9,22,0.409090909,N/A,9,N/A,0.306818182,N/A,0.379310345,N/A,27,37,0.72972973,N/A,27,N/A,0.637931034,N/A,114.4640999,N/A,0.938461538,N/A,16,N/A,0.432432432,N/A,26,N/A,42,N/A,0.518518519,N/A,16,N/A,0.346153846,N/A,23,N/A,9,N/A,24,N/A,5,N/A,20,N/A,19,N/A,30,N/A,90,N/A,28,70,35,0.4,N/A,14,N/A,11,28,0.392857143,N/A,5.5,N/A,0.183333333,N/A,0.4,N/A,1.675,N/A,18,N/A,0.409090909,N/A,21,N/A,39,N/A,7,N/A,0.5,N/A,19,N/A,29,N/A,20,N/A,2,N/A,22,N/A,16,37,4,11,7,14,0.432432432,0.363636364,0.5,13,17,30,10,15,7,43,0.6154,0.6379,0.4444,0.5,0.2593,0.3784,0.9647,0.8889,0.6852,0.8125,0.6538,0.7143,0.625,0.6522,0.7778,0.4886,0.8,-20.62430736,-20.62430736,-20.62430736,0,-20.62430736,3,14,21.42857143,198,0,3,0,148,5,5,100,1,-9,360,10,8,8,13,5,4,3,321,7,364,4,349,1,52,0,1,0.142857143,111,0.6,111,44.93198435,130,24.98,123
Northern Kentucky,Darrin Horn,Horizon,,Nicholls St.,Southland,14-Nov-24,"Highland Heights, KY",HOME,"2,345",1,0,0,0,0,59,61,-2,-5.5,141.5,120,,0,2,0.5,18,0,1,56,-17,36,106,53,0.339622642,N/A,18,N/A,12,51,0.235294118,N/A,6,N/A,0.321428571,N/A,0.481132075,N/A,28,37,0.756756757,N/A,14,N/A,0.349056604,N/A,84.00840084,N/A,0.694214876,N/A,10,N/A,0.285714286,N/A,24,N/A,34,N/A,0.511278195,N/A,12.5,N/A,0.5,N/A,17.5,N/A,7.5,N/A,15.5,N/A,1,N/A,10,N/A,5,N/A,17,N/A,73,N/A,55,114,57,0.48245614,N/A,27.5,N/A,13,44,0.295454545,N/A,6.5,N/A,0.267123288,N/A,0.385964912,N/A,1.835820896,N/A,7.5,N/A,0.238095238,N/A,25,N/A,32.5,N/A,16.5,N/A,0.6,N/A,12.5,N/A,16.5,N/A,16.5,N/A,11,N/A,39,N/A,31,95,10,46,28,37,0.326315789,0.217391304,0.756756757,14,44,58,25,33,15,50,0.8611,0.8962,0.8333,0.902,1,1,0.9608,0.9239,1,0.7,0.9167,0.8529,1,0.9429,1,0.8929,1,14.20196737,-1.780570792,30.18450553,22.60272223,28.40393474,0,0,0,N/A,0,0,0,N/A,0,0,0,N/A,0,N/A,0,N/A,0,N/A,0,N/A,0,N/A,0,N/A,0,N/A,0,N/A,0,0,0,N/A,0.5056,191,57.84316399,86,29.783,103
Nicholls St.,Tevon Saddler,Southland,,Northern Kentucky,Horizon,14-Nov-24,"Highland Heights, KY",AWAY,"2,345",1,0,1,0,0,61,59,2,5.5,141.5,120,,0,2,0,-16,0,1,74,-6.5,52,135,67.5,0.385185185,N/A,26,N/A,27,73,0.369863014,N/A,13.5,N/A,0.547297297,N/A,0.540740741,N/A,17,29,0.586206897,N/A,8.5,N/A,0.214814815,N/A,103.874228,N/A,0.97037037,N/A,12.5,N/A,0.277777778,N/A,31.5,N/A,44,N/A,0.47826087,N/A,16.5,N/A,0.346153846,N/A,12.5,N/A,3,N/A,21,N/A,-6.5,N/A,8,N/A,10,N/A,25,N/A,80.5,N/A,50,138,69,0.362318841,N/A,25,N/A,16,66,0.242424242,N/A,8,N/A,0.298136646,N/A,0.47826087,N/A,1.757575758,N/A,15.5,N/A,0.329787234,N/A,32.5,N/A,48,N/A,15,N/A,0.6,N/A,6.5,N/A,14.5,N/A,17.5,N/A,21,N/A,32,N/A,43,123,27,72,17,27,0.349593496,0.375,0.62962963,15,42,57,28,19,4,65,0.8269,0.9111,1,0.9863,1,0.931,0.9076,1.0139,1.0741,0.6,0.6667,0.6477,0.8485,0.76,0.6667,0.8784,1,13.68527198,-22.19563009,49.56617406,50.74325834,27.37054397,5,23,21.73913043,197,3,11,27.27272727,110,3,3,100,1,-4,321,6,50,7.5,24,2,54,1,197,1.5,257,2,262,1,52,0,0,0.666666667,59,0.2258,345,11.24202104,301,23.227,136
Wichita St.,Paul Mills,American,,Northern Iowa,Missouri Valley,14-Nov-24,"Wichita, KS",HOME,"5,927",1,0,0,0,0,79,73,6,-7.5,150.5,152,,2,0,0.666666667,-13,0,1,90,13.5,59,122,61,0.483606557,N/A,29.5,N/A,14,39,0.358974359,N/A,7,N/A,0.233333333,N/A,0.319672131,N/A,48,62,0.774193548,N/A,24,N/A,0.508196721,N/A,125.7685858,N/A,1.081967213,N/A,10,N/A,0.285714286,N/A,31.5,N/A,41.5,N/A,0.522012579,N/A,14.5,N/A,0.305084746,N/A,10,N/A,8.5,N/A,16.5,N/A,4.5,N/A,15.5,N/A,9,N/A,38,N/A,76.5,N/A,52,135,67.5,0.385185185,N/A,26,N/A,18,68,0.264705882,N/A,9,N/A,0.352941176,N/A,0.503703704,N/A,1.891472868,N/A,13,N/A,0.292134831,N/A,25,N/A,38,N/A,12,N/A,0.461538462,N/A,12,N/A,21,N/A,12,N/A,13.5,N/A,32,N/A,52,102,13,33,45,59,0.509803922,0.393939394,0.762711864,13,47,60,25,19,16,81,0.8814,0.8361,0.9286,0.8462,0.9375,0.9516,1.0542,1.0974,0.9852,0.65,0.746,0.7229,0.8621,0.95,0.9412,0.9,1,29.03492494,27.78197073,30.28787915,1.77194484,58.06984988,2,4,50,63,0,2,0,148,12,17,70.58823529,112,1,72,6,51,6,53,0,174,2,270,0,1,1,189,1,52,0,0,0,114,0.6667,53,38.686463,161,21.963,146
Northern Iowa,Ben Jacobson,Missouri Valley,,Wichita St.,American,14-Nov-24,"Wichita, KS",AWAY,"5,927",1,0,1,0,0,73,79,-6,7.5,150.5,152,,2,1,0,-1,0,0,73.5,-0.5,55,111,55.5,0.495495495,59,27.5,120,19,41,0.463414634,8,9.5,75,0.387755102,72,0.369369369,238,18,29,0.620689655,296,9,316,0.261261261,284,112.2823098,157,1.048780488,109,5.5,351,0.174603175,350,23.5,228,29,324,0.442748092,305,15,109,0.327272727,233,11.5,115,5.5,269,16.5,148,-1,208,10.5,260,12,113,29,202,74,174,56,122,40.66666667,0.459016393,222,18.66666667,104,10,33,0.303030303,131,3.333333333,24,0.135135135,27,0.270491803,10,2.928,219,10.5,161,0.308823529,207,26,206,36.5,197,8.5,26,0.455357143,72,10.5,267,15.5,240,12,119,7,86,38,288,49,103,19,40,17,26,0.475728155,0.475,0.653846154,8,42,50,28,20,10,67,0.8909,0.9279,1,0.9756,0.9444,0.8966,0.9601,1.025,1.0534,0.7273,0.8936,0.8621,0.9333,0.8696,0.9091,0.9116,1,6.033426216,-35.70328525,47.77013769,59.02462341,12.06685243,0,0,0,N/A,0,0,0,N/A,0,0,0,N/A,0,N/A,0,N/A,0,N/A,0,N/A,0,N/A,0,N/A,0,N/A,0,N/A,0,0,0,N/A,0.6063,105,57.37249023,88,22.018,145
Missouri,Dennis Gates,SEC,,Mississippi Valley St.,SWAC,14-Nov-24,"Columbia, MO",HOME,"8,889",1,0,0,0,0,111,39,72,-32.5,140.5,150,,2,1,0.666666667,-1,0,0,78.66666667,4.666666667,76,156,52,0.487179487,79,25.33333333,184,20,64,0.3125,211,6.666666667,231,0.254237288,278,0.41025641,149,64,87,0.735632184,123,21.33333333,24,0.557692308,15,119.6997363,89,1.017751479,136,8.666666667,275,0.285714286,212,22,270,30.66666667,307,0.494623656,191,12.66666667,190,0.355263158,175,13,183,10,38,16.66666667,161,4.333333333,57,20.33333333,42,14.66666667,70,36,88,74,174,77,168,56,0.458333333,222,25.66666667,263,27,64,0.421875,338,9,306,0.364864865,314,0.380952381,157,3.050561798,240,9.666666667,124,0.305263158,201,21.66666667,66,31.33333333,65,15.33333333,252,0.597402597,202,15.66666667,65,21,60,14.33333333,190,8.666666667,137,30.66666667,161,61,115,17,44,55,76,0.530434783,0.386363636,0.723684211,21,49,70,34,34,25,64.66666667,0.8026,0.7372,0.85,0.6875,0.8594,0.8736,1.0888,1.2364,0.9838,0.8077,0.7424,0.7609,0.8947,0.8718,0.8333,0.822,0.933333333,-16.76551681,-31.69773604,-2.768835832,14.4669711,-51.23208868,2,4,50,64,2,2,100,1,6,8,75,87,5,24,5,84,2,197,1,103,0,1,1,190,1,188,1,52,0,0,1,20,0.5,192,36.73300187,173,12.365,237
Mississippi Valley St.,George Ivory,SWAC,,Missouri,SEC,14-Nov-24,"Columbia, MO",AWAY,"8,889",1,0,1,0,0,39,111,-72,32.5,140.5,150,,0,1,0,-10,0,1,44,-39,19,51,51,0.37254902,N/A,19,N/A,1,12,0.083333333,N/A,1,N/A,0.068181818,N/A,0.235294118,N/A,5,11,0.454545455,N/A,5,N/A,0.215686275,N/A,61.79775281,N/A,0.565217391,N/A,6,N/A,0.181818182,N/A,24,N/A,30,N/A,0.441176471,N/A,8,N/A,0.473684211,N/A,24,N/A,9,N/A,14,N/A,-2,N/A,16,N/A,14,N/A,28,N/A,83,N/A,28,59,59,0.474576271,N/A,28,N/A,5,21,0.238095238,N/A,5,N/A,0.180722892,N/A,0.355932203,N/A,0.847222222,N/A,11,N/A,0.314285714,N/A,27,N/A,38,N/A,16,N/A,0.571428571,N/A,12,N/A,12,N/A,26,N/A,19,N/A,44,N/A,18,46,1,11,5,11,0.391304348,0.090909091,0.454545455,5,19,24,8,20,9,42,0.9474,0.902,1,0.9167,1,1,1.0503,1.0909,1,0.8333,0.7917,0.8,1,0.8333,1,0.9545,0.8,60.53927006,60.53927006,60.53927006,–,60.53927006,0,0,0,N/A,0,0,0,N/A,0,0,0,N/A,0,N/A,0,N/A,0,N/A,0,N/A,0,N/A,0,N/A,0,N/A,0,N/A,0,0,0,N/A,0.0938,350,-69.41288502,365,3.062,349
Chattanooga,Dan Earl,Southern,,Morehead St.,Ohio Valley,14-Nov-24,"Chattanooga, TN",HOME,"2,867",1,0,0,0,1,76,62,14,-11.5,142.5,138,,0,3,0,-5,0,1,62,-14.66666667,67,171,57,0.391812865,271,22.33333333,279,19,83,0.228915663,336,6.333333333,253,0.306451613,189,0.485380117,51,33,45,0.733333333,124,11,265,0.263157895,279,97.62754566,277,0.869318182,266,10.66666667,187,0.293577982,198,21.33333333,295,32,286,0.470588235,250,15.33333333,103,0.402985075,83,12.33333333,153,5.333333333,279,18,209,-1.666666667,238,10.33333333,270,5.666666667,288,27.33333333,243,76.66666667,211,80,164,54.66666667,0.487804878,284,26.66666667,285,22,62,0.35483871,242,7.333333333,229,0.286956522,211,0.37804878,148,3.211764706,274,10.33333333,156,0.326315789,242,25.66666667,197,36,183,15.66666667,265,0.5875,194,9.666666667,300,16.33333333,211,12.66666667,150,3.333333333,16,33.33333333,223,54,147,16,76,31,43,0.367346939,0.210526316,0.720930233,20,52,72,40,28,14,51.66666667,0.806,0.8596,0.8421,0.9157,0.9394,0.9556,0.9376,0.9197,0.9831,0.625,0.8125,0.75,0.8696,0.7568,0.875,0.8333,1,-0.430181765,-3.665382774,37.97925123,23.16616286,33.88368669,5,12,41.66666667,121,0,5,0,149,0,1,0,202,2,63,8,16,7,27,4,10,3,321,0,1,0,1,0,138,0,0,0,115,0.5493,157,18.68699197,253,20.783,153
Morehead St.,Jonathan Mattox,Ohio Valley,,Chattanooga,Southern,14-Nov-24,"Chattanooga, TN",AWAY,"2,867",1,0,1,0,0,62,76,-14,11.5,142.5,138,,1,2,0.333333333,-21,0,1,58.5,-18.5,45,121,60.5,0.371900826,305,22.5,272,10,36,0.277777778,269,5,314,0.256410256,275,0.297520661,322,17,27,0.62962963,291,8.5,329,0.223140496,324,91.06475716,322,0.826446281,298,10,207,0.27027027,237,22.5,260,32.5,275,0.471014493,248,12,210,0.4,86,10,61,4,328,14,55,-2.5,264,4,356,3.5,338,27,250,77,213,60,118,39.33333333,0.508474576,316,20,125,12,35,0.342857143,217,4,36,0.155844156,42,0.296610169,24,3.313807531,290,9.5,112,0.296875,179,27,244,36.5,198,17,294,0.85,303,6.5,354,11.5,350,14.5,194,10,179,41,323,35,101,10,34,15,20,0.346534653,0.294117647,0.75,14,34,48,22,16,7,47.5,0.7778,0.8347,1,0.9444,0.8824,0.7407,0.9318,1.0588,1.1912,0.7,0.7556,0.7385,0.9167,0.8,0.875,0.812,1,17.90944565,5.510843831,30.30804747,17.53427085,35.8188913,0,0,0,N/A,0,0,0,N/A,0,0,0,N/A,0,N/A,0,N/A,0,N/A,0,N/A,0,N/A,0,N/A,0,N/A,0,N/A,0,0,0,N/A,0.3333,308,4.656069803,324,44.016,52
Oklahoma St.,Steve Lutz,Big 12,,Southern Illinois,Missouri Valley,14-Nov-24,"Stillwater, OK",HOME,"5,804",1,0,0,0,0,85,78,7,-11.5,161.5,163,,2,0,0,-21,0,0,84.5,11,56,129,64.5,0.434108527,N/A,28,N/A,16,44,0.363636364,N/A,8,N/A,0.284023669,N/A,0.341085271,N/A,41,52,0.788461538,N/A,20.5,N/A,0.403100775,N/A,118.9805689,N/A,1.032258065,N/A,14,N/A,0.363636364,N/A,26,N/A,40,N/A,0.563380282,N/A,13.5,N/A,0.321428571,N/A,11.5,N/A,11.5,N/A,16.5,N/A,0.5,N/A,23.5,N/A,20.5,N/A,36,N/A,73.5,N/A,50,113,56.5,0.442477876,N/A,25,N/A,29,67,0.432835821,N/A,14.5,N/A,0.591836735,N/A,0.592920354,N/A,2.097560976,N/A,6.5,N/A,0.2,N/A,24.5,N/A,31,N/A,14,N/A,0.56,N/A,19.5,N/A,17,N/A,10.5,N/A,8.5,N/A,20,N/A,45,105,13,34,38,46,0.428571429,0.382352941,0.826086957,15,41,56,21,17,17,70.5,0.8036,0.814,0.8125,0.7727,0.9268,0.8846,0.9872,1.0515,1.0477,0.5357,0.7885,0.7,0.7778,0.7391,0.7391,0.8343,1,-16.49015198,-25.74993991,-7.230364055,13.09531767,-32.98030396,0,0,0,N/A,0,0,0,N/A,0,0,0,N/A,0,N/A,0,N/A,0,N/A,0,N/A,0,N/A,0,N/A,0,N/A,0,N/A,0,0,0,N/A,0,352,-0.845372226,342,8.597,308
